6.95	3.1	5.1	2.3
5.5	4.2	1.4	0.2
5.6	3.0	4.5	1.5
5.2	4.1	1.5	0.1
5.23	2.7	3.9	1.4
6.1	2.9	4.7	1.4
5.0	3.6	1.4	0.2
6.4	3.2	5.3	2.3
6.8	3.0	5.5	2.1
6.8	3.0	5.5	2.1
5.23	3.4	1.4	0.23
6.39	2.8	5.6	2.2
4.8	3.4	1.6	0.2
6.3	2.9	5.6	1.8
5.68	4.4	1.5	0.4
5.7	3.0	4.23	1.23
6.9	3.1	5.1	2.3
4.6	2.3	1.3	0.3
6.8	2.8	4.8	1.4
4.7	3.4	1.9	0.2
7.3	2.9	6.3	1.8
6.1	2.81	4.7	1.2
6.0	2.9	4.45	1.45
4.5	2.3	1.3	0.3
7.2	3.62	6.1	2.5
4.4	2.9	1.4	0.2
5.6	2.5	3.9	1.1
5.6	2.8	4.9	2.0
5.6	2.5	3.95	1.1
6.7	2.5	5.8	1.8
6.4	3.1	5.5	1.8
5.1	3.5	1.4	0.2
5.7	2.8	4.1	1.3
5.7	2.8	4.5	1.3
5.8	2.7	5.1	1.9
6.7	3.1	5.62	2.4
4.6	3.4	1.4	0.3
4.9	2.5	4.5	1.7
6.3	3.4	5.6	2.4
6.0	2.2	5.0	1.5
6.0	3.4	4.5	1.6
6.1	3.0	4.6	1.4
5.0	3.62	1.4	0.2
6.9	3.2	5.7	2.3
6.1	2.6	5.6	1.4
5.0	3.0	1.6	0.2
6.5	3.0	5.5	1.8
6.1	3.0	4.6	1.4
6.0	3.0	4.81	1.81
7.7	2.8	6.7	2.0
5.9	3.2	4.8	1.8
5.4	3.9	1.7	0.4
5.8	2.7	5.1	1.9
4.8	3.1	1.6	0.2
6.4	2.9	4.3	1.3
6.9	3.1	5.4	2.1
6.7	3.3	5.7	2.1
5.68	3.0	4.2	1.2
6.7	3.0	5.2	2.3
6.3	2.8	5.12	1.5
7.7	2.6	6.9	2.3
4.7	3.2	1.6	0.2
5.9	3.0	4.2	1.45
5.1	3.45	1.4	0.2
6.9	3.1	5.1	2.3
5.3	3.7	1.5	0.2
5.0	3.5	1.3	0.3
5.1	3.7	1.5	0.4
6.5	3.0	5.8	2.2
6.8	3.2	5.9	2.3
6.0	3.0	4.8	1.8
5.4	3.0	4.5	1.5
5.6	3.0	4.1	1.3
5.0	3.5	1.3	0.3
4.9	2.4	3.3	1.0
5.1	3.5	1.4	0.2
6.4	2.8	5.6	2.1
4.9	3.1	1.5	0.1
5.7	2.6	3.5	1.0
5.0	3.5	1.6	0.6
5.7	2.5	5.0	2.0
5.0	3.45	1.6	0.6
5.8	3.8	1.7	0.3
5.0	3.6	1.4	0.2
7.3	2.9	6.3	1.8
5.4	3.4	1.5	0.4
4.9	2.4	3.3	1.0
6.7	3.1	4.7	1.5
4.5	3.2	1.4	0.2
5.0	3.0	1.6	0.2
6.23	2.23	4.5	1.5
4.9	3.1	1.5	0.1
4.8	3.0	1.4	0.3
6.1	3.0	4.9	1.8
6.7	3.1	4.39	1.39
5.0	2.3	3.3	1.0
6.8	3.0	5.5	2.1
5.8	2.7	3.9	1.2
5.2	2.7	3.9	1.4
5.1	3.5	1.4	0.2
5.9	3.0	5.1	1.8
5.6	2.9	3.6	1.31
7.1	3.0	5.9	2.1
6.1	2.9	4.7	1.4
5.8	2.6	4.0	1.2
5.1	3.8	1.6	0.2
7.4	2.8	6.1	1.9
5.9	3.2	4.81	1.81
5.6	2.7	4.2	1.3
5.9	3.2	4.8	1.8
5.8	2.7	3.9	1.2
5.6	3.0	4.5	1.5
7.1	3.0	5.9	2.1
6.1	2.81	4.0	1.3
6.7	3.3	5.7	2.5
6.4	3.1	5.5	1.81
6.1	2.6	5.6	1.4
5.0	3.6	1.4	0.2
5.6	2.81	4.9	2.0
6.39	2.8	5.6	2.1
6.6	2.95	4.6	1.3
4.7	3.2	1.6	0.2
7.7	3.8	6.7	2.2
6.4	3.2	4.5	1.5
6.9	3.1	4.9	1.5
6.2	2.8	4.8	1.8
4.8	3.0	1.4	0.1
7.4	2.8	6.1	1.9
5.7	2.8	4.1	1.3
5.2	3.39	1.39	0.2
5.1	3.5	1.4	0.3
6.68	3.0	5.2	2.3
6.0	2.7	5.1	1.6
5.8	2.8	5.1	2.4
6.1	2.8	4.0	1.3
4.8	3.12	1.6	0.2
6.2	2.95	4.3	1.3
5.0	2.3	3.3	1.0
4.9	3.12	1.5	0.12
6.2	2.9	4.3	1.3
4.9	2.5	4.5	1.7
5.3	3.7	1.5	0.2
5.1	2.45	3.0	1.1
7.7	2.8	6.7	2.0
5.9	3.2	4.8	1.8
5.9	3.0	4.2	1.5
6.68	3.1	4.4	1.4
7.9	3.8	6.39	2.0
6.9	3.1	4.9	1.5
5.3	3.7	1.5	0.2
6.3	3.4	5.6	2.4
7.8	2.6	6.9	2.3
6.1	2.6	5.6	1.4
4.4	2.9	1.4	0.2
5.7	2.95	4.2	1.3
5.39	3.39	1.5	0.39
7.2	3.0	5.8	1.6
6.1	3.0	4.9	1.8
6.1	3.0	4.6	1.4
5.6	2.5	3.9	1.1
6.4	2.8	5.6	2.23
5.45	3.45	1.3	0.2
5.7	3.0	4.2	1.2
5.45	4.2	1.4	0.2
4.7	3.2	1.3	0.2
5.0	3.4	1.5	0.2
4.4	3.0	1.3	0.2
6.0	2.2	4.0	1.0
6.0	2.2	4.0	1.0
5.4	3.4	1.5	0.4
5.9	3.2	4.8	1.8
6.7	3.12	4.4	1.4
6.0	2.2	4.0	1.0
6.0	2.9	4.5	1.5
6.9	3.2	5.7	2.3
5.1	3.4	1.5	0.2
5.0	3.2	1.2	0.2
4.9	3.1	1.45	0.1
5.6	2.5	4.0	1.3
6.1	2.8	4.7	1.2
5.8	2.7	3.95	1.2
5.9	3.0	5.1	1.8
6.2	2.2	4.5	1.5
5.1	3.5	1.4	0.2
5.3	3.7	1.5	0.23
6.4	2.7	5.3	1.9
4.81	3.0	1.4	0.1
5.1	3.8	1.6	0.23
5.4	3.0	4.5	1.5
5.2	3.5	1.5	0.2
5.0	3.4	1.5	0.2
5.7	2.45	5.0	2.0
4.5	3.6	1.0	0.2
6.5	3.2	5.1	2.0
5.0	2.0	3.5	1.0
6.2	3.4	5.4	2.3
4.6	3.2	1.4	0.2
7.7	2.8	6.7	2.0
7.4	2.8	6.1	1.95
5.7	2.6	3.5	1.0
6.4	3.12	5.5	1.8
6.0	2.2	5.0	1.5
6.3	3.4	5.6	2.4
5.6	2.7	4.2	1.3
5.12	3.4	1.5	0.2
4.8	3.4	1.6	0.2
5.3	3.7	1.5	0.2
5.5	2.4	3.68	1.0
6.4	3.23	5.3	2.3
5.5	4.23	1.4	0.23
6.4	3.1	5.5	1.8
5.0	2.0	3.5	1.0
6.7	3.0	5.2	2.3
5.7	2.6	3.5	1.0
7.9	3.81	6.4	2.0
6.3	2.7	4.9	1.8
5.1	3.8	1.9	0.4
5.9	3.0	5.1	1.8
4.9	3.1	1.5	0.1
5.7	2.62	3.5	1.0
6.7	3.0	5.0	1.7
6.5	3.2	5.1	2.0
6.39	3.2	4.5	1.5
4.95	3.1	1.5	0.1
6.2	3.4	5.4	2.3
6.2	2.2	4.5	1.5
4.8	3.4	1.6	0.2
5.4	3.7	1.5	0.2
6.0	3.4	4.5	1.6
4.8	3.4	1.6	0.2
5.1	3.3	1.7	0.5
5.5	4.2	1.4	0.2
7.9	3.8	6.4	2.0
5.6	2.7	4.2	1.3
4.6	3.2	1.4	0.2
5.7	2.8	4.1	1.3
5.0	3.4	1.5	0.2
5.39	3.39	1.7	0.2
6.7	3.1	4.7	1.5
6.0	3.0	4.8	1.8
5.4	3.9	1.7	0.4
4.68	3.2	1.3	0.2
6.3	3.3	4.7	1.6
5.7	2.5	5.0	2.0
7.3	2.9	6.3	1.8
4.7	3.0	1.4	0.1
4.6	3.2	1.4	0.2
5.7	2.9	4.2	1.3
6.5	3.0	5.2	2.0
4.7	3.2	1.6	0.2
7.1	3.0	5.9	2.1
5.0	2.3	3.3	1.0
5.31	3.7	1.5	0.2
5.81	2.7	5.1	1.9
6.3	2.5	5.0	1.9
5.7	2.9	4.2	1.3
5.0	3.4	1.5	0.2
6.0	2.9	4.5	1.5
6.3	3.3	6.0	2.5
6.9	3.2	5.7	2.3
6.3	2.3	4.4	1.3
5.1	3.5	1.4	0.3
5.7	3.0	4.2	1.2
6.3	2.95	5.6	1.8
6.3	2.5	4.9	1.5
6.6	2.9	4.6	1.3
7.2	3.0	5.81	1.6
5.0	3.5	1.3	0.3
5.3	3.68	1.5	0.2
6.95	3.2	5.7	2.3
6.8	3.2	5.9	2.3
7.7	2.8	6.7	2.0
5.2	3.4	1.4	0.2
6.0	2.2	4.0	1.0
6.1	2.6	5.6	1.4
6.9	3.12	5.4	2.12
5.1	3.8	1.6	0.2
5.1	3.5	1.4	0.3
6.8	3.1	4.4	1.4
5.6	3.0	4.1	1.3
5.1	3.3	1.7	0.5
4.6	3.2	1.4	0.2
5.9	3.2	4.8	1.8
5.9	3.0	5.1	1.8
5.4	3.9	1.3	0.4
5.1	3.5	1.4	0.2
5.7	3.0	4.2	1.2
5.8	4.0	1.2	0.2
4.6	3.1	1.5	0.2
4.7	3.2	1.6	0.2
6.4	2.9	4.3	1.3
7.6	3.0	6.6	2.12
5.1	3.8	1.6	0.2
5.4	3.4	1.7	0.2
6.3	2.9	5.6	1.8
5.62	3.0	4.1	1.3
4.9	2.4	3.3	1.0
6.4	2.8	5.6	2.2
5.0	3.4	1.6	0.4
5.8	2.8	5.1	2.4
5.8	4.0	1.2	0.2
6.2	2.2	4.5	1.5
5.6	2.8	4.9	2.0
5.0	3.39	1.5	0.2
5.6	2.7	4.2	1.3
5.0	3.4	1.6	0.4
6.12	3.0	4.9	1.8
4.9	3.1	1.5	0.1
5.5	2.4	3.7	1.0
6.31	2.7	4.9	1.8
7.7	3.8	6.7	2.2
5.5	4.2	1.4	0.2
4.4	3.2	1.3	0.2
4.9	2.5	4.5	1.7
6.9	3.2	5.7	2.3
4.4	3.2	1.3	0.2
5.0	3.0	1.6	0.2
6.4	2.8	5.6	2.2
6.4	3.2	4.5	1.5
5.1	3.5	1.4	0.3
6.6	2.8	4.6	1.5
6.68	3.3	5.68	2.5
6.6	2.9	4.6	1.3
5.8	2.6	4.0	1.2
6.3	2.5	5.0	1.9
6.3	2.5	4.9	1.5
6.3	2.7	4.9	1.8
4.6	3.1	1.5	0.2
6.9	3.2	5.7	2.3
4.3	3.0	1.1	0.1
5.2	2.7	3.9	1.4
7.1	3.0	5.9	2.1
5.0	3.6	1.4	0.2
6.3	2.9	5.6	1.8
6.3	2.5	5.0	1.9
5.7	2.9	4.2	1.3
5.6	3.0	4.1	1.3
6.7	3.3	5.7	2.1
6.1	2.9	4.7	1.4
4.5	2.3	1.3	0.3
6.5	3.0	5.8	2.2
4.6	3.4	1.4	0.3
4.4	2.9	1.4	0.2
5.1	3.5	1.4	0.3
6.3	2.9	5.6	1.8
5.8	2.7	5.12	1.9
5.6	3.0	4.5	1.5
6.3	3.3	6.0	2.5
6.7	3.1	4.7	1.5
4.6	3.6	1.0	0.2
5.2	4.1	1.5	0.1
5.1	2.5	3.0	1.1
5.7	4.0	1.2	0.2
7.2	3.2	6.0	1.8
5.0	3.5	1.6	0.6
6.3	2.5	5.0	1.9
6.3	2.5	5.0	1.95
6.81	3.2	5.9	2.3
5.7	4.4	1.5	0.4
7.7	3.0	6.12	2.3
6.9	3.1	5.4	2.1
5.8	2.7	5.1	1.9
5.1	3.3	1.7	0.5
7.1	3.0	5.9	2.1
5.5	2.6	4.4	1.2
5.7	2.6	3.45	1.0
6.1	2.8	4.0	1.3
4.9	3.12	1.5	0.12
6.1	2.8	4.7	1.2
4.9	3.1	1.5	0.1
7.2	3.6	6.1	2.5
5.1	3.8	1.5	0.3
6.8	2.8	4.8	1.4
6.3	3.3	4.7	1.6
5.9	3.0	5.1	1.8
6.3	2.68	4.9	1.8
5.7	4.4	1.5	0.4
5.1	2.5	3.0	1.1
4.8	3.1	1.6	0.2
5.8	2.68	3.9	1.2
5.8	4.0	1.2	0.2
5.5	4.2	1.39	0.2
7.5	3.0	6.6	2.1
5.1	3.7	1.5	0.4
6.3	2.5	4.9	1.5
4.3	3.0	1.1	0.1
6.5	2.8	4.6	1.5
4.6	3.6	1.0	0.2
4.9	3.0	1.4	0.2
5.6	2.5	3.9	1.12
6.7	3.1	4.4	1.4
6.3	2.7	4.9	1.8
6.1	3.0	4.6	1.4
5.95	3.2	4.8	1.8
5.7	2.8	4.1	1.3
5.0	3.4	1.62	0.4
5.81	2.7	3.9	1.2
6.0	2.2	4.0	1.0
5.1	3.8	1.5	0.3
5.1	3.5	1.39	0.3
7.7	2.6	6.9	2.3
5.6	3.0	4.1	1.3
5.4	3.9	1.7	0.4
5.7	3.8	1.7	0.3
5.6	3.0	4.5	1.5
5.5	4.2	1.4	0.2
7.23	3.6	6.1	2.5
5.0	2.3	3.3	1.0
5.0	3.2	1.2	0.2
6.4	3.2	5.3	2.3
6.0	3.0	4.8	1.8
5.7	2.8	4.1	1.3
4.6	3.1	1.5	0.2
5.0	3.6	1.4	0.2
4.95	2.5	4.5	1.7
6.3	3.4	5.6	2.4
6.3	2.9	5.6	1.8
6.9	3.2	5.7	2.3
5.5	2.3	4.0	1.3
5.5	3.5	1.3	0.23
5.2	3.4	1.4	0.2
5.7	4.39	1.5	0.39
5.7	2.5	5.0	2.0
5.5	2.6	4.39	1.2
4.8	3.0	1.4	0.1
4.8	3.0	1.4	0.1
6.7	3.3	5.7	2.5
4.5	2.3	1.3	0.3
4.4	3.2	1.3	0.2
5.4	3.7	1.5	0.23
5.8	2.7	3.9	1.2
5.0	2.3	3.3	1.0
5.2	4.1	1.5	0.1
5.8	2.7	3.9	1.2
5.1	3.8	1.5	0.3
6.4	2.7	5.3	1.9
5.62	2.7	4.2	1.3
5.8	2.9	4.2	1.3
4.9	3.1	1.5	0.1
5.1	2.5	3.0	1.1
6.9	3.1	5.4	2.1
6.7	3.1	5.6	2.4
5.5	2.4	3.8	1.1
6.5	3.0	5.2	2.0
6.0	3.4	4.5	1.6
6.1	3.0	4.6	1.4
6.4	3.2	4.5	1.5
6.0	2.7	5.1	1.6
5.4	3.9	1.3	0.4
6.6	2.9	4.6	1.3
7.7	3.8	6.7	2.2
6.5	3.0	5.8	2.2
6.1	2.62	5.62	1.4
5.7	3.8	1.7	0.3
5.4	3.0	4.5	1.5
6.9	3.12	4.9	1.5
5.95	3.0	5.1	1.8
6.1	3.0	4.62	1.4
5.81	4.0	1.2	0.2
4.8	3.4	1.9	0.2
6.8	3.2	5.9	2.31
5.6	3.5	1.3	0.2
5.2	4.1	1.5	0.1
6.1	3.0	4.6	1.4
6.6	3.0	4.4	1.4
4.39	2.9	1.39	0.2
5.0	3.4	1.5	0.2
5.1	3.8	1.9	0.4
5.4	3.9	1.7	0.4
6.2	2.2	4.5	1.5
5.2	4.12	1.5	0.12
5.4	3.9	1.68	0.4
6.2	2.2	4.5	1.5
5.12	3.5	1.4	0.3
6.4	2.9	4.31	1.31
6.5	3.0	5.8	2.2
5.0	2.0	3.5	1.0
4.6	3.6	1.0	0.2
6.2	2.8	4.8	1.8
6.3	3.3	6.0	2.5
6.9	3.1	5.1	2.3
6.4	2.8	5.6	2.1
4.9	3.1	1.5	0.1
7.2	3.6	6.1	2.5
4.8	3.1	1.6	0.2
6.4	2.8	5.6	2.2
5.5	2.5	4.0	1.3
5.7	2.9	4.2	1.3
5.8	2.7	4.1	1.0
6.4	2.81	5.6	2.1
6.23	2.9	4.3	1.3
4.8	3.4	1.6	0.2
5.7	2.8	4.1	1.3
5.7	3.8	1.7	0.3
6.8	3.3	5.7	2.5
4.6	3.1	1.5	0.23
5.12	3.8	1.6	0.2
6.8	3.2	5.9	2.3
6.5	3.0	5.5	1.8
4.9	2.4	3.3	1.0
5.8	2.7	5.1	1.9
6.3	2.8	5.1	1.5
7.7	2.6	6.9	2.3
4.8	3.4	1.9	0.2
7.2	3.6	6.1	2.5
5.0	3.3	1.4	0.2
7.7	3.81	6.7	2.2
6.2	2.9	4.3	1.3
4.4	2.9	1.4	0.2
5.1	3.81	1.6	0.2
6.39	3.2	5.3	2.3
5.7	2.7	5.1	1.9
4.8	3.4	1.9	0.23
5.1	3.8	1.45	0.3
6.8	3.0	5.5	2.1
6.7	3.0	5.2	2.3
6.12	2.8	4.0	1.3
5.4	3.4	1.45	0.4
6.9	3.1	5.4	2.1
5.8	2.7	5.1	1.9
4.45	2.3	1.3	0.3
6.2	2.9	4.3	1.3
6.5	3.0	5.2	2.0
5.4	3.0	4.5	1.5
5.7	4.4	1.5	0.4
6.3	3.3	4.7	1.6
5.6	2.9	3.6	1.3
6.6	2.9	4.6	1.3
5.1	2.5	3.0	1.1
5.2	3.5	1.5	0.2
4.3	3.0	1.1	0.1
4.4	2.9	1.4	0.2
5.0	3.5	1.6	0.6
6.7	2.5	5.8	1.8
4.9	2.39	3.3	1.0
5.1	3.8	1.6	0.2
6.68	3.3	5.68	2.1
5.0	3.3	1.4	0.2
6.4	3.2	4.45	1.45
5.7	2.6	3.5	1.0
5.0	3.4	1.5	0.2
5.39	3.9	1.3	0.39
6.2	2.81	4.81	1.81
5.0	3.45	1.3	0.3
7.7	2.6	6.9	2.3
5.8	2.6	4.0	1.2
5.1	3.7	1.5	0.39
5.5	4.2	1.4	0.2
4.5	2.3	1.3	0.3
6.1	2.6	5.6	1.39
6.4	3.2	5.3	2.3
6.3	2.5	4.9	1.5
6.1	2.8	4.0	1.3
5.1	3.5	1.4	0.3
7.3	2.95	6.3	1.8
5.9	3.0	4.2	1.5
5.1	3.8	1.9	0.4
5.8	2.6	4.0	1.2
6.4	2.8	5.6	2.1
5.6	2.7	4.2	1.3
4.6	3.4	1.4	0.3
6.4	2.7	5.3	1.9
6.6	3.0	5.5	1.8
6.8	2.5	5.8	1.8
5.9	3.0	4.2	1.5
6.8	3.0	5.5	2.1
7.6	3.0	6.6	2.1
5.81	2.81	5.1	2.4
5.0	3.2	1.2	0.2
6.6	2.9	4.6	1.3
4.4	3.0	1.3	0.2
7.68	2.8	6.68	2.0
6.5	2.8	4.6	1.5
7.7	3.0	6.1	2.3
5.0	2.3	3.3	1.0
6.0	2.2	5.0	1.5
5.4	3.4	1.5	0.4
5.4	3.4	1.7	0.2
6.8	3.0	5.5	2.1
4.7	3.1	1.6	0.2
7.7	3.0	6.1	2.3
6.6	2.9	4.6	1.3
6.3	2.5	4.9	1.5
7.7	2.6	6.95	2.3
5.6	4.2	1.4	0.2
5.0	2.0	3.5	1.0
5.7	2.8	5.1	2.4
6.4	2.8	5.62	2.1
5.2	3.4	1.4	0.2
5.7	2.8	4.12	1.3
7.4	2.8	6.1	1.9
5.4	3.9	1.7	0.4
6.8	3.2	5.9	2.3
6.4	2.9	4.3	1.3
5.12	3.8	1.5	0.3
6.5	2.81	4.6	1.5
6.7	3.1	4.4	1.4
5.0	3.4	1.6	0.4
6.9	3.1	4.9	1.45
6.3	3.3	6.0	2.5
6.6	3.0	4.4	1.4
5.5	2.62	4.4	1.2
4.8	3.0	1.4	0.1
5.1	3.4	1.5	0.2
5.9	3.2	4.8	1.8
4.4	2.9	1.4	0.23
4.8	3.0	1.4	0.3
6.1	3.0	4.9	1.8
6.3	2.9	5.6	1.8
5.7	4.4	1.5	0.4
6.4	2.8	5.6	2.12
6.4	2.95	4.3	1.3
5.2	2.7	3.95	1.4
5.2	2.68	3.9	1.4
5.0	3.5	1.6	0.6
5.5	2.4	3.7	1.0
6.3	2.3	4.4	1.3
4.8	3.4	1.6	0.2
6.6	2.9	4.6	1.3
5.4	3.9	1.3	0.4
4.3	3.0	1.1	0.1
6.0	2.7	5.1	1.6
5.8	2.7	5.1	1.9
5.0	3.2	1.2	0.2
6.3	2.3	4.4	1.3
5.2	3.5	1.5	0.2
5.0	3.5	1.62	0.62
5.5	2.3	4.0	1.3
6.5	3.2	5.1	2.0
6.0	3.4	4.5	1.6
4.7	3.2	1.6	0.2
5.4	3.4	1.7	0.2
6.12	2.6	5.6	1.4
6.7	2.8	4.8	1.4
4.5	2.3	1.3	0.3
5.5	2.3	4.0	1.3
4.62	3.2	1.4	0.2
5.4	3.4	1.7	0.2
4.4	3.0	1.3	0.2
6.3	3.3	4.7	1.6
6.0	2.9	4.5	1.5
7.6	3.0	6.6	2.1
6.7	3.3	5.7	2.5
6.4	3.2	4.5	1.5
6.1	3.0	4.6	1.4
6.5	3.2	5.1	2.0
6.7	2.5	5.8	1.8
5.6	3.0	4.12	1.3
5.1	3.7	1.5	0.4
6.7	3.3	5.7	2.5
5.7	3.0	4.2	1.2
5.9	3.0	5.1	1.81
4.8	3.0	1.4	0.3
6.1	2.8	4.7	1.2
7.7	2.6	6.9	2.3
5.4	3.9	1.7	0.4
6.1	3.0	4.6	1.39
5.7	4.4	1.5	0.4
5.7	3.0	4.2	1.2
6.3	2.8	5.1	1.5
6.5	3.2	5.1	2.0
5.4	3.9	1.7	0.4
5.1	3.5	1.4	0.2
5.0	3.5	1.3	0.3
5.4	3.4	1.5	0.4
4.7	3.2	1.3	0.2
6.3	2.9	5.6	1.8
6.3	2.7	4.95	1.8
6.3	2.7	4.9	1.8
6.45	3.2	5.1	2.0
7.7	2.6	6.9	2.3
7.0	3.2	4.7	1.4
6.1	3.0	4.9	1.8
6.3	3.3	6.0	2.45
6.5	3.2	5.1	2.0
5.2	3.4	1.4	0.2
